年,伝票日付,品名,区分,品番,数量,BLｺｰﾄﾞ,BLｸﾞﾙｰﾌﾟ,中分類コード,類別型式,車種,年式,車台No,型式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/2/16,ﾄﾞｱﾐﾗｰ LH 中古,売上,,1,09902,9902,9902,15243-0010,ブルーバードシルフィ,平成21年10月,102714,DBA-KG11-BDRARGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/7/27,ﾊﾞｯﾃﾘ-FB 7000(80D23L),売上,F7-80D23L,1,07350,7350,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/10/9,ﾊﾞｯﾃﾘ-FB 7000(80D23L),売上,F7-80D23L,1,07350,7350,7500,16086-0038,ヴェルファイア,平成21年 6月,8056571,DBA-ANH20W-NRXSK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/8/28,ﾊﾞｯﾃﾘ-FB 7000(80D23L),売上,F7-80D23L,1,07350,7350,7500,16053-0044,クラウン,平成23年 7月,0063663,DBA-GRS200-AETXH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/7/22,ｺ-ﾅ-ｾﾝｻ-ｾｯﾄ,売上,08529-52520,1,99999,0,0,,アクア,平成26年 4月,2326290,DAA-NHP10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/6/26,ﾀｲﾐﾝｸﾞﾍﾞﾙﾄﾃﾝｼｮﾅ-ｾｯﾄ,売上,TTK2050M,1,05060,5060,1100,,フェアレディＺ,平成 9年 4月,563149,GCZ32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/4/7,R/ﾊﾞﾝﾊﾟ,売上,71811-65P10-5PK,1,04102,4102,3000,18096-0006,ハスラー,,605581,DAA-MR41S-HT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/2/13,F/ﾌｪﾝﾀﾞﾊﾟﾈﾙ RH,売上,57611-85P00,1,01401,1401,3000,,ワゴンＲ,,365145,DBA-MH34S-W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/2/10,ﾄﾞｱﾍﾞﾙﾄﾓｰﾙLH,売上,51337016637,1,99999,0,0,,Ｚ４,,WBABT32060LS22763,GH-BT25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/1/26,ﾃ-ﾙﾗﾝﾌﾟASSY RH,売上,81550-B2440,1,04301,6309,270,,タント,平成23年12月,0491853,L375S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/9/5,F/ﾊﾞﾝﾊﾟﾘｲﾝﾎ-ｽﾒﾝﾄ,売上,52021-B2020,1,01108,1108,3000,16138-0019,ムーヴコンテ,平成22年 3月,0085960,DBA-L575S-GBGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/6/28,ｸﾗｯﾁﾃﾞｨｽｸ,売上,30100-VH004,1,00092,92,100,,フェアレディＺ,平成 9年 4月,563149,GCZ32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/12/26,ﾗｼﾞｴｰﾀｰ 社外品,売上,,1,09901,9901,9901,17814-0010,ワゴンＲ,,128148,DAA-MH44S-WFZBAJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/2/6,Fﾌｪﾝﾀﾞｰ RH 中古,売上,,1,09902,9902,9902,,ミラココア,,,DBA-L675S-G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/9/2,ﾌｨﾙﾑｱﾝﾃﾅｺｰﾄﾞｾｯﾄ,売上,0000072160,1,99999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/8/30,ﾃ-ﾙﾗﾝﾌﾟASSY LH,売上,C513-51-160D,1,04302,6309,270,17489-0004,プレマシー,,,DBA-CWFFW-2WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/10/27,F/ﾛﾜｱ-ﾑ RH,売上,48068-12240,1,01603,1603,1800,10720-0020,カローラランクス,平成13年 5月,0057626,TA-NZE121-AHPNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/27,ﾋﾞﾃﾞｵ入力ｷｯﾄ,売上,VIK-U65,1,99999,0,0,,デミオ,,104686,LDA-DJ5FS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/6/14,Q/ｶﾞﾗｽ LH,売上,73561-S3C-003,1,04506,6180,3000,,アクティ,,1521383,HH5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/9/22,LEDﾍｯﾄﾞﾊﾞﾙﾌﾞ H1,売上,WFH-65H1,1,05908,5908,260,09056-0001,スカイライン,平成11年 3月,006125,GF-HR34-BGHAREF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/4/25,ﾃ-ﾙﾗﾝﾌﾟﾚﾝｽﾞ RH,売上,35650-72M00,1,04303,6310,270,17346-0062,ワゴンＲ,,527951,DBA-MH34S-WFXEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/9/13,ﾃ-ﾙﾗﾝﾌﾟﾚﾝｽﾞ LH,売上,35670-72M00,1,04304,6310,270,17346-0062,ワゴンＲ,,527951,DBA-MH34S-WFXEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015/10/7,ﾍｯﾄﾞﾗﾝﾌﾟﾕﾆｯﾄ RH,売上,81130-B2500,1,01310,6301,270,16986-0002,ミライース,平成24年 7月,1115274,DBA-LA300S-GBMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/8/1,ﾊﾞｯﾃﾘ-FB 7000(60B24R),売上,F7-60B24R,1,07350,7350,7500,15160-0001,ウィッシュ,平成19年 2月,0033486,DBA-ANE11W-HWXQH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/8/31,ﾊﾞｯﾃﾘ-FB 7000(60B24L),売上,F7-60B24L,1,07350,7350,7500,16009-0016,デュアリス,平成21年 4月,204233,DBA-KNJ10-FDRNRHZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/9/4,ﾊﾞｯﾃﾘ-FB 7000(60B24L),売上,F7-60B24L,1,07350,7350,7500,,ヴィッツ,,,DBA-SCP90-AHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/2/23,ｻｲﾄﾞﾊﾞｲｻﾞ- 30ｱﾙ･ｳﾞｴﾙﾌｧｲｱ,売上,08611-TGH30,1,99999,0,0,,アルファード,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/4/4,R/ｺ-ﾅ-ﾊﾞﾝﾊﾟ- RH,売上,85024-91L30,1,04103,4103,3000,06070-0251,ローレル,平成 3年 1月,203997,E-HC33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/12/19,F/ｼｮｯｸ,売上,51605-SFA-J15,1,00144,5372,210,,ライフ,,4543535,JB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/7/16,ﾙｰﾑﾐﾗｰ型/ﾀｯﾁﾊﾟﾈﾙ式ﾄﾞﾗｲﾌﾞﾚｺｰﾀﾞｰ,売上,MDR-A004,1,99999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/9/2,ﾘﾔｶﾒﾗ,売上,0000072160,1,99999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/1/6,ﾃ-ﾙﾗﾝﾌﾟﾚﾝｽﾞ LH,売上,81561-52B90,1,04304,6310,270,16721-0027,ヴィッツ,,2238899,DBA-NSP130-AHXEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/6/26,ｳｫｰﾀｰﾎﾟﾝﾌﾟASSY,売上,V3-034,1,00040,40,110,,フェアレディＺ,平成 9年 4月,563149,GCZ32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/7/13,F/ﾛﾜｱｰﾑ LH,売上,51360-SEY-J01,1,01604,1604,1800,12274-0008,モビリオスパイク,,1125948,CBA-GK1-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/6/23,ﾊﾞｯﾃﾘ-FB 5000(75D23L),売上,F5-75D23L,1,07350,7350,7500,,フェアレディＺ,平成 9年 4月,563149,GCZ32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/8/23,ﾊﾞｯﾃﾘ-FB 5000(75D23L),売上,F5-75D23L,1,07350,7350,7500,10367-0005,シャリオグランディス,平成12年11月,0200417,GF-N86W-LRXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015/11/24,ﾊﾞｯﾃﾘ-FB 7000(60B24L),売上,F7-60B24L,1,07350,7350,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/13,ﾊﾞｯﾃﾘ-FB 7000(60B24L),売上,F7-60B24L,1,07350,7350,7500,16207-0029,キューブ,平成24年 1月,191354,DBA-Z12-TDUARDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/5/26,ﾊﾞｯﾃﾘ-FB 5000(75D23R),売上,F5-75D23R,1,07350,7350,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/3/29,MST2000 6年目以降ｱｯﾌﾟﾃﾞｰﾄ,売上,MST-UPD,1,99999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/1/22,ﾊﾟﾜ-ｽﾃｱﾘﾝｸﾞﾎﾟﾝﾌﾟ,売上,JN-4053,1,05385,5385,1800,06721-0034,シルビア,平成 5年 7月,097998,E-PS13-HF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/2/24,ﾊﾞｯﾃﾘ-FB 7000(60B24L),売上,F7-60B24L,1,07350,7350,7500,,マークＸ,平成17年 5月,0032196,DBA-GRX120-AETZH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/7/17,ﾊﾞｯﾃﾘ-FB 7000(60B24L),売上,F7-60B24L,1,07350,7350,7500,12759-0049,ノート,平成24年 2月,618092,DBA-E11-FDUARDZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/12/19,ﾊﾞｯﾃﾘ-FB 7000(60B24L),売上,F7-60B24L,1,07350,7350,7500,15049-0033,キューブ,平成19年 3月,055141,DBA-YZ11-TDUARGV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/7/2,ﾊﾞｯﾃﾘ-FB 7000(60B24L),売上,F7-60B24L,1,07350,7350,7500,15048-0057,キューブキュービック,平成20年 7月,132051,DBA-YGZ11-TDUARTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/9/2,ﾊﾞｯﾃﾘ-FB 7000(60B24L),売上,F7-60B24L,1,07350,7350,7500,,ラフェスタ,平成24年 3月,306545,B30-TDRAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015/10/10,ﾊﾞｯﾃﾘ-FB,売上,FTX7L-BS,1,07351,7350,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/6/29,ﾌﾞﾛｱｰﾚｼﾞｽﾀｰ,売上,701959263A,1,99999,0,0,,,,,WV2ZZZ70ZPH111738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/10/18,ﾄﾞﾗｲﾌﾞﾚｺｰﾀﾞｰ(ﾘﾔｶﾒﾗﾂｷ),売上,DR-107SET,1,99999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/2/22,ﾄﾞﾗｲﾌﾞﾚｺｰﾀﾞｰ(ﾘﾔｶﾒﾗﾂｷ),売上,DR-107SET,1,99999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/4/17,F/ｼｮｯｸ,売上,41601-80H50,1,00144,5372,210,,ツイン,,110554,EC22S-XA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/4/17,F/ｼｮｯｸ,売上,41602-80H50,1,00147,5372,210,,ツイン,,110554,EC22S-XA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/7/22,ｺ-ﾅ-ｾﾝｻ-,売上,08511-74060-C0,1,99999,0,0,,アクア,平成26年 4月,2326290,DAA-NHP10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/13,O2ｾﾝｻｰ,売上,OZA577-EE3,1,06463,6463,280,10990-0017,ライフ,,8256642,LA-JB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/9/6,ﾃ-ﾙﾗﾝﾌﾟﾚﾝｽﾞ LH,売上,81561-B2240,1,04304,6310,270,16408-0017,タントエグゼ,平成25年 3月,0082444,DBA-L455S-GBGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/3/12,"ﾀｲ ﾛｯﾄﾞ,ｽﾃｱ",売上,MR448255,2,99999,0,0,11625-0019,パジェロイオ,平成19年 5月,5603095,TA-H77W-LRXC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/1,ｽﾊﾟｰｸﾌﾟﾗｸﾞ,売上,V91105622,6,00080,80,160,10367-0005,シャリオグランディス,平成12年11月,0200417,GF-N86W-LRXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/10/6,HIDﾊﾞ-ﾅ- 85V35W,売上,DL02,1,07315,7300,260,16746-0006,ソリオ,,124141,DBA-MA15S-FBSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/10/1,O2ｾﾝｻｰ,売上,LS602,1,06463,6463,280,09001-0008,ロードスター,,100807,GF-NB6C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/1/22,F/ﾄﾞｱﾚｷﾞｭﾚﾀ- RH,売上,NC11-58-590G,1,02113,2113,3000,09001-0008,ロードスター,,100807,GF-NB6C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/7/17,ｵｲﾙﾊﾟﾝ,売上,11110-52F10,1,05017,5017,1100,09269-0065,シルビア,平成11年10月,016787,GF-S15-GBYARUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/10/2,ﾊﾞｯﾃﾘ-FB 5000(55B24L),売上,F5-55B24L,1,07350,7350,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/9,ﾒｸﾞﾐｯｸｽBGｷｯﾄ,売上,120289,1,99999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/27,ﾘﾔVIEWｶﾒﾗ,売上,RCV800,1,99999,0,0,,デミオ,,104686,LDA-DJ5FS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/8/22,ﾌｧﾝｼｭﾗｳﾄﾞ,売上,53211-B5012,1,01702,1702,1200,15983-0247,ハイゼット,,0250427,EBD-S321V-ZMGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/7/30,ﾀﾞｲｷﾝ ｸｰﾗｰｶﾞｽ 134a,売上,HFC134a,30,07009,7009,7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/4/19,F/ｽﾀﾋﾞﾗｲｻﾞ-ﾘﾝｸ,売上,56260-60Y60,2,01619,1619,1800,07805-0023,ラシーン,平成11年 2月,505266,E-RFNB14-TAWNR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/6/23,ｽﾊﾟｰｸﾌﾟﾗｸﾞ,売上,BKR6ERX-11P,6,00080,80,160,,フェアレディＺ,平成 9年 4月,563149,GCZ32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/9/28,R/ﾎｲﾙB/G(ｲﾝﾅOR1ｺｼｷ),売上,WBH-402N,2,05340,5340,50,12473-0301,ベリーサ,,335364,DBA-DC5W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/10/5,ﾌｭ-ｴﾙﾀﾝｸﾕﾆｯﾄ,売上,25060-1FA1A,1,00028,5155,1300,15049-0033,キューブ,平成19年 3月,055141,DBA-YZ11-TDUARGV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/12/22,ﾊﾞｯﾃﾘ-FB 5000(55B24R),売上,F5-55B24R,1,07350,7350,7500,15130-0013,シエンタ,平成18年 6月,5002981,DBA-NCP81G-KWXGK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/3/14,ﾊﾞｯﾃﾘ-FB 5000(55B24R),売上,F5-55B24R,1,07350,7350,7500,12635-0003,スイフト,,402840,DBA-ZC21S-VFSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/8/17,ﾊﾞｯﾃﾘ-FB 5000(55B24L),売上,F5-55B24L,1,07350,7350,7500,15243-0010,ブルーバードシルフィ,平成21年10月,102714,DBA-KG11-BDRARGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/9/20,F/ﾄﾞｱﾛｯｸｱｸﾁｭｴ-ﾀ- LH,売上,80553-AA000,1,03124,3124,3000,09056-0001,スカイライン,平成11年 3月,006125,GF-HR34-BGHAREF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/4/11,ﾊﾞｯﾃﾘ-FB 5000(55B24L),売上,F5-55B24L,1,07350,7350,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,2019/6/20,ﾊﾞｯﾃﾘ-FB 5000(55B24R),売上,F5-55B24R,1,07350,7350,7500,15703-0002,スイフト,,589795,DBA-ZC71S-VFGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/4/4,ｲﾝﾌﾚｰﾀｰｹﾞｰｼﾞ,売上,TG-91,1,99999,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/1/17,ﾌﾟﾗｸﾞｺｰﾄﾞｾｯﾄ,売上,RC-FE57,1,00087,87,190,09206-0306,プレオ,平成13年 8月,241826,GF-RA1-C5GH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/2/10,ｶﾞｲﾄﾞ(同時交換部品),売上,51337148935,1,99999,0,0,,Ｚ４,,WBABT32060LS22763,GH-BT25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/12/19,F/ﾛﾜｱ-ﾑ RH,売上,51350-SFA-J11,1,01603,1603,1800,,ライフ,,4543535,JB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015/10/28,ﾊﾞｯﾃﾘ-FB 5000(55B24R),売上,F5-55B24R,1,07350,7350,7500,15238-0001,アイシス,平成18年10月,0068286,DBA-ANM10G-AWXEH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,2015/11/17,ﾊﾞｯﾃﾘ-FB 5000(55B24L),売上,F5-55B24L,1,07350,7350,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/1/12,ﾊﾞｯﾃﾘ-FB 5000(55B24L),売上,F5-55B24L,1,07350,7350,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/8/17,ﾊﾞｯﾃﾘ-FB 5000(55B24L),売上,F5-55B24L,1,07350,7350,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/9/7,ﾊﾞｯﾃﾘ-FB 5000(55B24L),売上,F5-55B24L,1,07350,7350,7500,,ストリーム,,1021362,DBA-RN6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/10/7,ﾊﾞｯﾃﾘ-FB 5000(55B24L),売上,F5-55B24L,1,07350,7350,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/12/6,ﾊﾞｯﾃﾘ-FB 5000(55B24R),売上,F5-55B24R,1,07350,7350,7500,10737-0005,マークⅡ,平成12年11月,6003527,TA-JZX110-AEPQH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/1/5,ﾊﾞｯﾃﾘ-FB 5000(55B24L),売上,F5-55B24L,1,07350,7350,7500,16197-0023,アコード,,1100431,DBA-CU2-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/16,ﾊﾞｯﾃﾘ-FB 5000(55B24L),売上,F5-55B24L,1,07350,7350,7500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/3/17,ｾﾝﾀｽﾄｯﾌﾟﾗﾝﾌﾟASSY,売上,81570-52190,1,04315,4315,270,12266-0001,ヴィッツ,平成16年 3月,0035177,CBA-SCP13-AHXEK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2017/11/7,月光金太郎,売上,GK-KIN,1,08000,8000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/6/28,ﾎﾞ-ﾙｼﾞﾖｲﾝﾄ ｱﾂｼ-,売上,55154-30P00,2,99999,0,0,,フェアレディＺ,平成 9年 4月,563149,GCZ32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/11/1,F/ﾃﾞｨｽｸﾛｰﾀ,売上,D6-013B,2,05430,5430,20,16408-0017,タントエグゼ,平成25年 3月,0082444,DBA-L455S-GBGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,2016/9/16,F/ﾀ-ﾝｼｸﾞﾅﾙﾗﾝﾌﾟﾚﾝｽﾞLH,売上,81521-B2020,1,01323,6303,270,15492-0013,ムーヴ,平成21年 1月,0208497,DBA-L175S-GPSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/7/6,F/ﾌｫｸﾞﾗﾝﾌﾟﾚﾝｽﾞ,売上,26151-40P00,1,01333,1333,260,,フェアレディＺ,平成 9年 4月,563149,GCZ32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2018/7/6,F/ﾌｫｸﾞﾗﾝﾌﾟﾚﾝｽﾞ,売上,26156-40P00,1,01333,1333,260,,フェアレディＺ,平成 9年 4月,563149,GCZ32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
